sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,type_of_assessment,start,end,event
Male,23,Hispanic,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,1169,0
Male,27,African-American,0,c3,0,0,3,1.0,F,Risk of Recidivism,11,747,0
Male,31,Caucasian,0,c7,0,0,1,1.0,F,Risk of Recidivism,32,416,1
Male,37,African-American,0,c2,0,0,8,1.0,F,Risk of Recidivism,0,742,0
Male,51,African-American,0,c2,0,0,0,0.0,F,Risk of Recidivism,1,6,0
Male,51,Hispanic,0,c2,0,0,3,14.0,M,Risk of Recidivism,0,795,0
Male,28,African-American,0,c6,1,0,8,1.0,F,Risk of Recidivism,40,151,0
Male,56,Caucasian,0,c1,0,0,4,0.0,F,Risk of Recidivism,7,806,0
Male,26,Caucasian,0,c6,0,0,7,1.0,F,Risk of Recidivism,17,187,1
Male,33,Caucasian,0,c8,0,0,7,1.0,F,Risk of Recidivism,0,370,0
Male,23,Caucasian,0,c4,0,3,0,2.0,M,Risk of Recidivism,0,941,0
Male,31,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,0,914,0
Male,31,Other,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,1137,0
Male,19,Hispanic,1,c9,0,0,1,12.0,F,Risk of Recidivism,0,775,1
Male,32,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,1127,0
Female,48,Hispanic,0,c6,0,0,9,87.0,F,Risk of Recidivism,0,1029,0
Male,66,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,924,0
Female,40,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,738,0
Male,59,African-American,0,c2,0,0,4,1.0,M,Risk of Recidivism,1,973,0
Male,25,African-American,0,c7,0,0,5,120.0,F,Risk of Recidivism,0,118,0
Male,27,African-American,0,c7,0,0,3,282.0,M,Risk of Recidivism,0,896,0
Male,22,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1177,0
Male,58,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,241,0
Male,49,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1122,0
Male,29,Caucasian,0,c3,0,0,2,2.0,F,Risk of Recidivism,0,816,0
Male,24,African-American,0,c4,0,0,2,453.0,F,Risk of Recidivism,0,203,0
Male,27,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,60,269,0
Male,24,Caucasian,0,c5,0,0,0,3.0,F,Risk of Recidivism,0,768,0
Female,35,Caucasian,0,c4,1,0,3,0.0,F,Risk of Recidivism,0,928,0
Male,65,Caucasian,0,c3,0,0,4,68.0,M,Risk of Recidivism,0,1136,0
Male,30,African-American,1,c9,0,0,5,1.0,F,Risk of Recidivism,1,437,1
Male,23,African-American,0,c2,1,1,1,1.0,F,Risk of Recidivism,1,223,0
Male,32,Caucasian,0,c4,0,0,2,27.0,F,Risk of Recidivism,0,218,1
Male,22,Caucasian,0,c5,0,0,2,1.0,F,Risk of Recidivism,3,920,0
Male,21,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,825,0
Female,43,Caucasian,0,c2,0,0,0,2.0,M,Risk of Recidivism,0,1052,0
Male,29,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,2,720,0
Male,43,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,2,776,0
Male,25,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,1,734,0
Male,47,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,905,0
Female,21,African-American,0,c5,0,0,0,2.0,F,Risk of Recidivism,0,1072,0
Female,25,African-American,0,c6,0,0,1,1554.0,M,Risk of Recidivism,0,1061,0
Male,54,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,895,0
Male,34,African-American,0,c1,0,1,3,1.0,F,Risk of Recidivism,0,8,1
Female,28,African-American,0,c2,0,0,2,1.0,M,Risk of Recidivism,0,1089,0
Male,54,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1156,0
Male,34,African-American,0,c4,0,0,2,1.0,F,Risk of Recidivism,0,625,0
Male,50,Hispanic,0,c9,0,0,11,210.0,M,Risk of Recidivism,0,878,0
Male,22,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,785,0
Male,51,African-American,0,c7,0,0,3,1.0,F,Risk of Recidivism,0,800,0
Female,28,African-American,0,c5,0,0,1,43.0,F,Risk of Recidivism,0,195,0
Male,36,Caucasian,0,c7,0,0,6,131.0,F,Risk of Recidivism,0,570,0
Male,28,African-American,0,c6,0,1,5,1.0,M,Risk of Recidivism,27,1163,0
Male,43,Caucasian,0,c2,0,0,4,0.0,M,Risk of Recidivism,2,1062,0
Male,45,Hispanic,0,c6,0,0,1,1.0,M,Risk of Recidivism,26,824,0
Male,41,Hispanic,0,c1,0,0,1,1.0,M,Risk of Recidivism,113,1096,0
Male,25,Other,20,c10,0,0,24,1.0,F,Risk of Recidivism,0,40,1
Male,35,Hispanic,0,c9,1,0,12,1.0,F,Risk of Recidivism,9,780,0
Male,24,Asian,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,764,0
Male,21,African-American,0,c6,0,0,3,38.0,F,Risk of Recidivism,0,34,1
Male,28,Hispanic,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,149,0
Male,59,Other,0,c1,0,0,1,9.0,F,Risk of Recidivism,0,890,0
Male,29,African-American,0,c10,1,0,13,0.0,F,Risk of Recidivism,2,6,1
Male,26,African-American,0,c8,0,0,9,1.0,F,Risk of Recidivism,2,21,1
Male,31,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,2,762,0
Male,28,Caucasian,0,c7,0,0,0,1.0,F,Risk of Recidivism,1,236,0
Male,44,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1078,0
Male,42,African-American,0,c5,0,0,7,1.0,M,Risk of Recidivism,0,983,0
Male,39,African-American,0,c7,0,0,5,1.0,F,Risk of Recidivism,3,32,0
Female,46,Hispanic,0,c1,0,0,2,1.0,F,Risk of Recidivism,2,835,0
Male,55,Caucasian,0,c5,0,0,0,1.0,M,Risk of Recidivism,9,949,0
Female,31,Caucasian,0,c9,0,0,0,1.0,M,Risk of Recidivism,4,872,0
Male,25,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,926,0
Male,32,Caucasian,0,c7,0,2,6,0.0,M,Risk of Recidivism,0,785,0
Male,36,African-American,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,1117,0
Male,39,Caucasian,0,c4,0,0,2,1.0,M,Risk of Recidivism,0,831,0
Female,26,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,974,0
Female,22,Other,0,c4,0,0,0,1.0,F,Risk of Recidivism,1,1155,0
Male,37,Caucasian,0,c1,0,0,3,1.0,M,Risk of Recidivism,0,1075,0
Male,41,Caucasian,0,c6,0,0,9,1.0,M,Risk of Recidivism,32,1175,0
Male,25,African-American,0,c3,0,0,1,1.0,M,Risk of Recidivism,0,1096,0
Female,57,Caucasian,0,c1,0,0,3,475.0,F,Risk of Recidivism,0,952,0
Male,58,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,843,0
Male,44,African-American,2,c9,0,0,19,17.0,M,Risk of Recidivism,0,140,1
Male,28,African-American,0,c4,0,0,1,1.0,F,Risk of Recidivism,16,772,1
Male,54,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,6,828,0
Male,21,Hispanic,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,657,1
Male,43,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,870,0
Male,31,African-American,0,c10,0,0,5,0.0,M,Risk of Recidivism,0,939,0
Male,30,African-American,4,c10,1,0,11,0.0,F,Risk of Recidivism,117,1153,0
Male,24,African-American,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1082,0
Male,43,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,778,0
Male,51,African-American,0,c7,0,0,4,45.0,F,Risk of Recidivism,0,952,0
Male,24,Hispanic,0,c10,0,0,11,15.0,F,Risk of Recidivism,0,156,1
Male,31,African-American,0,c3,0,0,1,40.0,F,Risk of Recidivism,0,309,0
Male,23,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,1,1177,0
Male,26,African-American,2,c10,1,0,8,85.0,M,Risk of Recidivism,0,241,0
Male,27,Caucasian,0,c9,0,0,1,1.0,F,Risk of Recidivism,0,820,0
Male,66,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1090,0
Female,36,Caucasian,0,c4,0,1,3,0.0,F,Risk of Recidivism,25,32,0
Female,22,African-American,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,13,1
Male,25,Hispanic,0,c3,0,1,1,1.0,F,Risk of Recidivism,0,908,0
Male,56,African-American,0,c1,0,0,4,1.0,F,Risk of Recidivism,1,1142,0
Male,29,Native American,0,c2,0,0,1,187.0,F,Risk of Recidivism,0,37,0
Female,58,African-American,0,c1,0,0,3,1.0,M,Risk of Recidivism,0,772,0
Male,24,Caucasian,0,c5,1,2,3,0.0,M,Risk of Recidivism,0,1065,0
Male,22,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,70,546,1
Male,39,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,809,0
Male,23,Caucasian,0,c8,0,0,0,0.0,M,Risk of Recidivism,3,65,1
Male,39,Other,0,c5,0,0,6,1.0,F,Risk of Recidivism,25,789,0
Male,25,African-American,0,c8,0,0,0,0.0,F,Risk of Recidivism,2,239,0
Male,26,African-American,0,c6,0,0,6,1.0,F,Risk of Recidivism,1,953,0
Male,25,African-American,0,c9,0,1,2,1.0,F,Risk of Recidivism,273,514,0
Male,36,African-American,0,c1,0,0,0,3.0,F,Risk of Recidivism,0,345,0
Male,35,African-American,0,c4,0,0,7,24.0,F,Risk of Recidivism,0,407,1
Male,22,African-American,0,c4,0,0,2,1.0,F,Risk of Recidivism,1,288,1
Male,25,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1056,0
Male,24,Caucasian,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1175,0
Male,36,Hispanic,0,c1,0,0,0,7.0,M,Risk of Recidivism,0,871,0
Male,24,African-American,0,c7,0,0,2,1.0,M,Risk of Recidivism,11,15,0
Male,29,Caucasian,0,c3,0,0,0,3.0,M,Risk of Recidivism,0,998,0
Male,50,Caucasian,0,c3,0,0,8,1.0,F,Risk of Recidivism,172,928,0
Male,27,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1068,0
Male,21,Hispanic,0,c5,0,0,1,1.0,M,Risk of Recidivism,0,609,1
Male,58,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,60,1048,0
Male,27,African-American,0,c8,0,0,4,1.0,F,Risk of Recidivism,32,1116,0
Female,31,Caucasian,0,c3,0,0,0,5.0,M,Risk of Recidivism,0,1031,0
Male,24,African-American,0,c7,0,0,3,1.0,M,Risk of Recidivism,6,1166,0
Male,43,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,905,0
Male,23,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,2,367,0
Male,42,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,898,0
Male,34,African-American,0,c2,0,0,0,1774.0,M,Risk of Recidivism,0,107,1
Male,30,African-American,0,c10,3,0,18,1.0,M,Risk of Recidivism,17,561,0
Male,29,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,289,1178,0
Male,26,Caucasian,0,c4,0,1,3,4.0,M,Risk of Recidivism,0,105,0
Male,51,African-American,0,c7,0,0,5,523.0,M,Risk of Recidivism,5,1134,0
Male,36,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,974,0
Male,62,Hispanic,0,c1,0,0,0,3.0,M,Risk of Recidivism,0,877,0
Male,35,African-American,0,c2,0,0,1,1320.0,M,Risk of Recidivism,0,765,0
Male,22,Caucasian,0,c3,0,0,0,0.0,F,Risk of Recidivism,4,108,0
Male,40,African-American,0,c2,0,0,0,3.0,F,Risk of Recidivism,0,970,0
Male,36,African-American,0,c2,0,0,2,0.0,F,Risk of Recidivism,1,785,0
Male,69,Caucasian,0,c1,0,0,0,3.0,M,Risk of Recidivism,0,996,0
Male,27,African-American,0,c4,1,0,1,1.0,F,Risk of Recidivism,7,797,0
Male,27,African-American,0,c1,0,0,1,2.0,F,Risk of Recidivism,0,188,0
Female,24,African-American,0,c6,0,0,6,1.0,M,Risk of Recidivism,309,711,0
Male,42,Caucasian,0,c1,0,0,0,7.0,F,Risk of Recidivism,0,989,0
Male,25,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,328,0
Male,25,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,6,734,0
Male,22,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1121,0
Male,21,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,1150,0
Male,30,African-American,0,c2,0,0,1,0.0,M,Risk of Recidivism,2,936,0
Male,46,Caucasian,0,c5,0,0,9,1.0,M,Risk of Recidivism,4,867,0
Male,26,African-American,0,c7,0,0,2,0.0,M,Risk of Recidivism,0,1170,0
Male,40,African-American,0,c1,0,0,1,2.0,M,Risk of Recidivism,0,946,0
Male,34,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,27,911,0
Male,28,Hispanic,0,c5,0,0,3,1.0,M,Risk of Recidivism,0,137,0
Male,59,Caucasian,0,c1,0,0,3,0.0,M,Risk of Recidivism,1,203,0
Male,37,Native American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1146,0
Male,50,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,768,0
Male,57,African-American,0,c5,0,0,8,1.0,F,Risk of Recidivism,99,101,1
Male,31,African-American,0,c5,0,0,5,1.0,M,Risk of Recidivism,0,111,0
Female,51,African-American,0,c7,0,0,1,1259.0,M,Risk of Recidivism,0,762,0
Male,44,African-American,0,c8,0,0,9,28.0,F,Risk of Recidivism,0,352,0
Female,25,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,803,0
Male,51,African-American,0,c3,0,0,5,4984.0,M,Risk of Recidivism,0,974,0
Male,57,Caucasian,0,c1,0,0,2,11.0,F,Risk of Recidivism,0,36,0
Male,55,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,844,0
Female,42,African-American,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,738,0
Male,58,African-American,0,c9,0,0,16,47.0,F,Risk of Recidivism,0,466,0
Male,21,Other,0,c4,0,0,0,1.0,F,Risk of Recidivism,28,1077,0
Female,24,Hispanic,0,c4,0,0,0,0.0,M,Risk of Recidivism,0,940,0
Male,42,African-American,0,c4,0,0,1,1.0,F,Risk of Recidivism,1,957,0
Male,21,African-American,0,c6,0,0,1,1.0,F,Risk of Recidivism,7,1042,0
Male,56,Hispanic,0,c4,0,0,8,330.0,M,Risk of Recidivism,0,1075,0
Male,58,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,911,0
Male,46,African-American,0,c9,0,0,2,1.0,F,Risk of Recidivism,0,259,0
Male,35,African-American,0,c5,0,0,4,1.0,M,Risk of Recidivism,29,1170,0
Male,42,African-American,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,864,0
Male,37,African-American,0,c3,0,0,12,74.0,F,Risk of Recidivism,0,87,0
Male,32,African-American,0,c4,0,1,8,1.0,F,Risk of Recidivism,3,60,0
Male,31,Other,0,c6,0,0,5,1.0,F,Risk of Recidivism,2,877,1
Female,33,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,1,1066,0
Male,25,Caucasian,0,c4,0,0,4,1.0,F,Risk of Recidivism,325,1177,0
Female,33,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,743,0
Male,21,Hispanic,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,840,0
Female,64,Caucasian,0,c3,0,0,7,536.0,M,Risk of Recidivism,0,123,0
Male,56,African-American,0,c1,0,0,1,22.0,F,Risk of Recidivism,0,877,0
Male,38,Caucasian,0,c3,0,0,0,1.0,M,Risk of Recidivism,2,580,1
Female,40,African-American,0,c1,0,0,4,1.0,M,Risk of Recidivism,0,1119,0
Male,34,African-American,0,c7,0,0,3,105.0,F,Risk of Recidivism,0,169,0
Male,28,African-American,0,c4,0,1,4,1.0,F,Risk of Recidivism,0,47,0
Male,51,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1169,0
Male,35,African-American,0,c2,0,0,2,1.0,M,Risk of Recidivism,1,928,0
Male,61,African-American,0,c2,0,0,5,13.0,F,Risk of Recidivism,0,157,0
Male,25,African-American,0,c3,0,0,0,0.0,F,Risk of Recidivism,1,758,0
Male,26,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,1133,1
Male,42,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,2,789,0
Female,25,African-American,0,c4,0,0,1,10.0,F,Risk of Recidivism,0,688,0
Male,31,African-American,0,c7,0,0,9,1.0,F,Risk of Recidivism,0,823,0
Male,35,Caucasian,0,c2,0,1,1,1.0,F,Risk of Recidivism,0,1038,0
Male,34,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,115,1158,0
Male,46,Caucasian,0,c1,0,0,5,93.0,M,Risk of Recidivism,0,104,0
Female,33,Caucasian,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,963,0
Male,30,African-American,0,c2,0,1,3,1.0,F,Risk of Recidivism,0,742,1
Female,50,African-American,0,c4,0,0,7,1.0,M,Risk of Recidivism,0,841,0
Male,21,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,49,298,0
Female,23,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,1083,0
Male,25,African-American,0,c6,0,0,1,0.0,F,Risk of Recidivism,2,792,0
Female,24,Caucasian,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,955,0
Male,60,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,812,1
Male,30,African-American,0,c2,0,0,2,1.0,F,Risk of Recidivism,0,705,0
Female,32,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1067,0
Male,46,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,735,0
Male,21,Caucasian,0,c4,0,1,0,1.0,M,Risk of Recidivism,0,380,1
Male,28,African-American,4,c9,0,0,6,497.0,M,Risk of Recidivism,0,1096,0
Male,35,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,0,955,1
Female,40,African-American,0,c4,0,0,7,33.0,M,Risk of Recidivism,0,104,0
Male,28,African-American,0,c4,0,0,2,0.0,M,Risk of Recidivism,3,618,0
Male,46,Caucasian,0,c4,0,1,2,1.0,M,Risk of Recidivism,2,753,1
Male,56,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,884,0
Male,41,African-American,0,c6,0,0,19,71.0,F,Risk of Recidivism,0,864,1
Male,24,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,0,212,1
Male,25,African-American,0,c8,0,1,7,47.0,F,Risk of Recidivism,0,507,0
Female,33,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,774,0
Male,48,Caucasian,0,c8,0,0,2,1.0,M,Risk of Recidivism,3,183,0
Male,25,Hispanic,0,c7,0,0,0,1.0,F,Risk of Recidivism,0,193,0
Male,37,Hispanic,0,c3,0,0,0,1.0,F,Risk of Recidivism,2,481,1
Female,43,Caucasian,0,c8,0,0,7,21.0,F,Risk of Recidivism,0,842,0
Male,32,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,1,53,0
Male,33,Other,0,c7,0,0,3,1.0,F,Risk of Recidivism,0,51,0
Male,49,Caucasian,0,c1,0,0,4,16.0,F,Risk of Recidivism,0,910,0
Male,24,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,18,1172,0
Male,26,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,0,224,0
Male,42,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,1,830,0
Male,36,Hispanic,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,1158,0
Male,29,Caucasian,0,c7,0,1,7,1.0,M,Risk of Recidivism,27,142,1
Male,39,Caucasian,0,c3,0,0,0,0.0,M,Risk of Recidivism,18,935,0
Male,53,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,851,0
Male,21,Other,0,c5,0,0,0,1.0,F,Risk of Recidivism,5,96,1
Male,41,African-American,0,c5,0,0,4,1.0,F,Risk of Recidivism,0,895,0
Male,34,African-American,0,c2,0,0,4,219.0,F,Risk of Recidivism,0,293,1
Male,22,Caucasian,0,c8,0,2,5,2.0,F,Risk of Recidivism,3,6,1
Male,22,Caucasian,0,c7,0,2,0,1.0,F,Risk of Recidivism,2,92,0
Male,25,African-American,0,c5,0,0,2,1.0,F,Risk of Recidivism,26,1184,0
Female,27,Caucasian,0,c3,0,0,2,34.0,F,Risk of Recidivism,0,253,0
Male,51,Other,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,1136,0
Male,24,African-American,0,c3,0,1,0,1.0,F,Risk of Recidivism,0,1175,0
Male,37,African-American,0,c4,0,0,4,0.0,F,Risk of Recidivism,93,948,0
Male,37,Caucasian,0,c1,0,0,0,3.0,M,Risk of Recidivism,0,1068,0
Female,27,Other,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1165,0
Male,21,Other,0,c6,0,0,0,1.0,F,Risk of Recidivism,4,97,0
Male,35,African-American,0,c1,0,0,1,0.0,F,Risk of Recidivism,1,67,1
Female,24,Caucasian,0,c8,0,0,0,1.0,F,Risk of Recidivism,36,110,0
Male,21,Other,1,c7,0,0,1,113.0,F,Risk of Recidivism,0,1120,0
Male,49,Caucasian,0,c1,0,0,2,1.0,M,Risk of Recidivism,0,215,0
Male,38,African-American,0,c6,0,0,9,4.0,F,Risk of Recidivism,0,232,0
Male,61,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,996,0
Female,30,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,0,810,0
Male,22,African-American,0,c6,0,0,3,1.0,F,Risk of Recidivism,127,881,1
Male,52,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,867,0
Male,26,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,739,0
Male,26,Other,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,748,0
Male,29,African-American,0,c7,1,0,6,55.0,F,Risk of Recidivism,0,301,0
Male,29,African-American,0,c8,0,0,4,2.0,F,Risk of Recidivism,79,657,0
Male,26,Caucasian,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,1147,0
Female,46,African-American,0,c4,0,0,4,0.0,F,Risk of Recidivism,0,815,0
Female,46,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,741,0
Male,39,Caucasian,0,c1,0,0,8,56.0,F,Risk of Recidivism,0,1107,0
Male,29,African-American,0,c10,0,0,12,1.0,F,Risk of Recidivism,5,38,0
Male,41,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,850,0
Female,25,African-American,0,c7,0,0,5,1.0,F,Risk of Recidivism,0,35,0
Male,23,African-American,1,c7,0,0,2,1.0,F,Risk of Recidivism,17,753,0
Male,30,Caucasian,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,863,0
Male,34,Caucasian,0,c6,0,0,1,1.0,F,Risk of Recidivism,2,1071,0
Male,52,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,1,843,0
Male,51,African-American,0,c2,0,0,4,26.0,M,Risk of Recidivism,0,779,1
Female,49,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,934,0
Female,26,African-American,0,c6,0,0,9,13.0,M,Risk of Recidivism,0,404,1
Female,47,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,1069,0
Male,27,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,972,0
Male,21,African-American,0,c6,0,0,0,2.0,F,Risk of Recidivism,0,1016,0
Male,30,Caucasian,0,c4,0,0,3,1.0,F,Risk of Recidivism,11,148,1
Male,70,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,782,0
Male,38,African-American,0,c6,0,0,15,1.0,F,Risk of Recidivism,55,594,0
Male,29,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,1115,0
Male,38,Hispanic,0,c4,0,0,3,21.0,F,Risk of Recidivism,0,904,0
Female,27,Caucasian,0,c3,0,0,0,4.0,F,Risk of Recidivism,0,991,0
Male,44,Hispanic,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1176,0
Male,31,Caucasian,0,c5,0,0,6,1.0,M,Risk of Recidivism,0,1161,0
Female,30,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,912,0
Male,40,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,1140,0
Female,49,Caucasian,0,c2,0,0,3,226.0,F,Risk of Recidivism,0,1025,1
Male,33,Caucasian,0,c3,0,0,1,1.0,M,Risk of Recidivism,1,1118,0
Male,31,Hispanic,0,c3,1,0,1,0.0,M,Risk of Recidivism,1,109,0
Male,61,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1174,0
Male,30,Caucasian,0,c4,0,0,2,1.0,F,Risk of Recidivism,0,939,0
Male,62,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,909,0
Male,48,Caucasian,0,c6,0,0,9,1.0,F,Risk of Recidivism,0,549,0
Female,40,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,828,0
Male,24,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,2,836,0
Male,63,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1144,0
Male,46,Hispanic,0,c1,0,0,0,399.0,M,Risk of Recidivism,0,430,0
Male,33,African-American,0,c10,0,0,4,1.0,F,Risk of Recidivism,0,868,0
Female,21,African-American,1,c6,0,0,1,79.0,F,Risk of Recidivism,0,81,1
Male,51,African-American,0,c1,0,0,1,17.0,F,Risk of Recidivism,0,889,0
Male,39,Caucasian,0,c1,0,0,3,1.0,F,Risk of Recidivism,0,673,1
Male,22,African-American,0,c6,0,0,0,2.0,M,Risk of Recidivism,0,65,0
Male,59,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1134,0
Male,38,African-American,0,c7,5,0,37,1.0,M,Risk of Recidivism,30,138,1
Male,23,African-American,0,c6,0,0,2,1.0,F,Risk of Recidivism,238,1052,0
Male,20,African-American,1,c3,0,0,1,37.0,F,Risk of Recidivism,0,59,1
Male,38,African-American,0,c7,0,0,2,0.0,F,Risk of Recidivism,193,292,1
Female,34,Caucasian,0,c3,0,0,2,1.0,F,Risk of Recidivism,0,1161,0
Male,31,African-American,0,c1,0,0,1,15.0,F,Risk of Recidivism,0,878,0
Male,60,Caucasian,0,c1,0,0,3,120.0,F,Risk of Recidivism,0,805,0
Male,43,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,734,0
Male,40,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,1,752,0
Male,26,African-American,0,c6,0,0,1,624.0,F,Risk of Recidivism,0,907,0
Male,22,African-American,0,c3,0,1,0,1.0,F,Risk of Recidivism,0,953,0
Female,40,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,838,0
Female,37,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,916,0
Male,21,Other,0,c4,0,0,1,1.0,F,Risk of Recidivism,0,982,0
